case_id,Case Status,Unnamed: 2,Product Phase,Concept Year_year,Concept Year_year_raw,Concept Year_year_qualifier,Prototype Year_year,Prototype Year_year_raw,Prototype Year_year_qualifier,Commercial Year_year,Commercial Year_year_raw,Commercial Year_year_qualifier,Patent mentions biomim*?,Academia or Industry,Company or Institution Name,Innovator?,Product Name,Product Description,Aerospace or Transport?,Mimic,Mimic Description,Sustainability?,Kingdom,Group,Phylum,Mimic System,Mimic Subsystem,Mimic Suprasystem,BioM Intensity,Bioutilization?,Species Utilized,Is this product Biomimetic?,Is this an Ecosystem Service,Process Type,Source(s),"Do the official or commercial product descriptions or journal article by developer mention inspir*, Biom*, Bioni*, or mimi*?",Third Party,Product Biomimetic Description Word,Word Category,Country,Continent,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,display_name,biom_type_function,biom_type_form,biom_type_process,biom_type_interaction,biom_type_na,country_iso3,country_name_canonical
147,"Complete, with interview",,In Development,2002.0,2002,,2002.0,2002,,,,,,,Fraunhofer Institute for Manufacturing Engineering and Applied Materials Research IFAM,False,SHARK-TECH,"Sharkskin-like paint, reduces drag",False,Shark skin,Teeth-like denticles prevent fouling,True,Animalia,Chordates,Chordata,Tissue,Cell,Organ,1.0,False,,True,False,,http://www.ifam.fraunhofer.de/en/Bremen/Klebtechnik_Oberflaechen.html,False,,,,Germany,Europe,,,,,,,SHARK-TECH,False,True,False,False,False,DEU,Germany
148,"Complete, with interview",,Commercially Available,2007.0,2007,,2009.0,2009,,2010.0,2010,,False,,"Sharklet Technologies, LLC",True,Sharklet,Microscopically patterned surface discourages bacterial growth,False,Shark skin patterning,Shark skin denticles are arranged in a distinct diamond pattern with tiny riblets.  Sharklet's surface topography is made of millions of microscopic diamonds that disrupt the ability for bacteria to accumulate and form biofilms.,True,Animalia,Chordates,Chordata,Tissue,Cell,Organ,1.0,False,,True,True,Design to Biology,http://www.sharklet.com/technology/,True,,Inspired,Inspir*,USA,North America,,,,,,,Sharklet,False,True,False,False,False,USA,United States
149,"Complete, no interview",,Commercially Available,,,,,,,,,,,,Japan Railways Group,,Shinkansen Bullet Train,Train has a streamlined forefront and structural adaptations to reduce noise,True,"Kingfishers bills, Adelie penguin shape, and owl feathers","Mimics shape of kingfisher bill, shape of Adelie Penguin body, and serrations on owl primary feathers to reduce noise",False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,http://www.westjr.co.jp/global/en/,False,,,,Japan,Asia,,,,,,,Shinkansen Bullet Train,False,True,False,False,False,JPN,Japan
150,"Complete, no interview",,In Development,,,,,,,,,,,,"Harvard University, Wyss Institute for Biologically Inspired Engineering",,Shrilk composite film,Material,False,Insect cuticle,"Material is biomimetic in that it copies the layers of protein and chitin organized in a laminar structure found in insect cuticle.  However, it also has a component of bioutilization because they harvest chitosan from shrimp shells, and fibroin from silk.",False,Animalia,Invertebrates,Arthropoda,Tissue,Cell,Organ,1.0,True,"Shrimp shells (chitosan), and whichever species made the silk (fibroin)",True,False,,"http://www.scientificamerican.com/podcast/episode.cfm?id=insect-cuticle-inspires-new-materia-11-12-20
http://wyss.harvard.edu/viewpage/our-work/our-work",True,,Bio-inspired,Inspir*,USA,North America,,,,,,,Shrilk composite film,False,True,False,False,False,USA,United States
151,"Complete, no interview",,"Discontinued, was Commercially Available",,,,,,,,,,,,,True,,Tunnel borer used to dig the Thames Tunnel (from 19th century),False,Shipworm (Teredo navalis),Mimicked the anatomy and wood-boring mechanisms of Teredo in his design of the tunnelling shield used to construct the Thames Tunnel. ,False,Animalia,Invertebrates,Mollusca,Organism,Organ System,Population,2.0,False,,True,False,,http://www.asknature.org/product/689fd8eaadf3fb570097fa5c4ffb7049,,,,,UK,Europe,,,,,,,,False,True,True,False,False,GBR,United Kingdom
152,"Complete, no interview",,In Development,,,,,,,,,,,,"Harvard University, Aizenberg Biomineralization and Biomimetics Lab",,Slippery Liquid Infused Porous Surface (SLIPS),Self-cleaning coating that mimics pitcher plants,False,Pitcher plants (Nepenthes),"Pitcher plants' leaves have a hydrophobic, oleophobic surface thanks to their spongelike texture infused with water.  The mimic is a ""lubricating film"" immobilised in a nano/microstructured substrate. ",True,Plantae,Plants,Anthophyta,Tissue,Cell,Organ,1.0,False,,True,False,,http://aizenberglab.seas.harvard.edu/index.php?show=research_topic&top=9,False,,,,USA,North America,,,,,,,Slippery Liquid Infused Porous Surface (SLIPS),False,True,False,False,False,USA,United States
153,"Complete, no interview",,In Development,,,,,,,,,,,,University of Bath,,,Smart Bandage that selectively kills bad bacteria,False,"Cells (""human cells"")","The microscopic, sac-like structures developed for the smart bandage mimic human cells, which causes harmful bacteria to attack the structures. Once they are attacked they break open releaseing anti-bacterial agents to kill the harful bacteria.",False,,,,Cell,Organelle,Tissue,1.0,False,,True,True,,"http://www.bath.ac.uk/
http://www.bath.ac.uk/rdso/kta/projects/novel_responsive_dressing.html",False,,,,UK,Europe,,,,,,,,False,True,False,False,False,GBR,United Kingdom
154,"Complete, no interview",,In Development,,,,,,,,,,,,SMIT (Sustainably Minded Interactive Technology),,Solar Ivy,Many solar panels on leaf-like structures that span the side of a building,False,Ivy leaves,"Mimics the look and function (""providing shade"", according to company website) of ivy, and has wind and solar power generating photovoltaic leaves.",True,Plantae,Plants,Anthophyta,Organism,Organ System,Population,,False,,False,True,,http://solarivy.com/the_idea,True,,Inspiration,Inspir*,USA,North America,,,,,,,Solar Ivy,False,False,False,False,True,USA,United States
155,"Complete, no interview",,In Development,,,,,,,,,,,,University of Jilin,,,"Soil-moving equipment that uses electrical currents to lubricate parts, and reduce resistance",False,Earthworms and Dung beetles,"From study of how earthworms and dung beetles ease their path through the soil.  Skin is rough, so water is encouraged to migrate to relatively small areas where lubrication is of maximum benefit.  These organisms also use bioelectricity to pass more easily through soil.",False,Animalia,Invertebrates,Arthropoda,Tissue,Cell,Organ,2.0,False,,True,False,,Need source,,,,,China,Asia,,,,,,,,False,True,True,False,False,CHN,China
156,"Complete, no interview",,In Development,,,,,,,,,,,,Solar Botanic Ltd.,,Energy Trees,"Energy-harvesting trees- they look like trees, and the ""leaves"" collect solar energy as well as wind energy.",False,Trees,The product is designed to collect energy from the sun (and the wind - not biomimetic) and it looks like a tree (also not biomimetic),True,Plantae,Plants,,Organism,Organ System,Population,,False,,False,True,,http://solarbotanic.com/products/,True,,Biomimicry,Biomimic*,UK,Europe,,,,,,,Energy Trees,False,False,False,False,True,GBR,United Kingdom
157,"Complete, no interview",,Commercially Available,,,,,,,,,,False,,Solar Sailor,True,Solarsails,Solarsails harness both wind and solar energy to power marine vehicles.,True,Insect wings,Ancestral insect wings as solar collectors.,True,Animalia,Invertebrates,Arthropoda,Organ,Tissue,Organ System,1.0,False,,True,False,,"http://solarsailor.com/
http://solarsailor.com/expo-ferry-rides-on-sun-and-wind-using-technology-based-on-the-evolution-of-insects-wings/",False,,,,Australia,Oceania,,,,,,,Solarsails,False,True,False,False,False,AUS,Australia
158,"Complete, no interview",,Commercially Available,,,,,,,,,,,,"Stephen J. Salter, P Eng",,,Solar water still and pump.,False,Tree transpiration,"Like a tree, it uses solar power to wick water up from underground, then captures the evaporated water.",False,Plantae,Plants,,Organ System,Organ,Organism,2.0,False,,True,True,,http://www3.telus.net/farallon/,False,,,,Canada,North America,,,,,,,,False,True,True,False,False,CAN,Canada
159,"Complete, no interview",,Commercially Available,,,,,,,,,,True,,Stabilitech Ltd.,True,,vaccine stabilization technology,False,"""Nature"" (e.g. seeds which can be exposed to variable conditions and then germinate successfully)",No specific mimic named.,False,,,,Tissue,Cell,Organ,0.0,False,,True,False,,http://www.stabilitech.com/,True,,Biomimicry,Biomimic*,UK,Europe,,,,,,,,True,False,False,False,False,GBR,United Kingdom
160,"Complete, with interview",,In Development,2008.0,2008,,,,,,,,,,TECTONICA Architecture,True,Anti-Seismic Concrete Bones for Buildings (formerly known as STICK.S),"Lightweight, reinforced concrete biostructure",False,Bones,Hollow cylinder design of the femur provides maximum strength with minimum weight- STICK.S has a hollow beam design. Mechanical efficiency of human bones via its morphological adaptation to force.,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,Design to Biology,http://metatectonica.blogspot.ca/,True,,Biomimicry,Biomimic*,Puerto Rico,North America,,,,,,,Anti-Seismic Concrete Bones for Buildings (formerly known as STICK.S),False,True,False,False,False,PRI,Puerto Rico
161,"Complete, no interview",,In Development,,,,,,,,,,,,,,Strait Power,"Hydropower turbine has a double converging nozzle, which causes a pressure differential and produces more energy",False,Basking shark mouth/head,Water is passively pushed through the basking shark's pharynx by a pressure differential,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,http://www.designboom.com/design/anthony-reale-strait-power/,False,,,,USA,North America,,,,,,,Strait Power,False,True,False,False,False,USA,United States
162,"Complete, no interview",,In Development,,,,,,,,,,False,,SunPoint Technologies Inc.,True,,Solar tracking system allows photovoltaic (PV) panels to follow the sun.,False,Sunflower,"Mimics the sunflower’s heliotropic mechanism, passively manipulating a photovoltaic solar panel throughout the day to maximize energy output.",True,Plantae,Plants,Anthophyta,Tissue,Cell,Organ,0.0,False,,True,False,,"http://www.asknature.org/product/7828bc05c6e0a73de6ab8a68e879e427
http://www.sunpointcorp.com - company website not working",False,,,,USA,North America,,,,,,,,True,False,False,False,False,USA,United States
163,"Complete, no interview",,In Development,,,,,,,,,,,,Isis Innovation,,"SpyTag (peptide), SpyCatcher (protein partner)",Supersticky but selective glue.,False,Streptococcus pyogenes (flesh-eating bacteria) protein.,"The bacterium uses the protein FbaB to help invade human cells. The researchers genetically split a domain of FbaB into two parts--a small peptide component and a larger protein component. Thus, rather than the amide bond formation occurring within the protein, amide bond formation could serve to lock two separate molecules together.",False,Monera,Other,Firmicutes,Organism,Organelle,Population,,True,Streptococcus pyogenes,False,False,,"http://www.isis-innovation.com/
http://www.isis-innovation.com/licensing/4312.html",False,Ask Nature - though they admit to it not being mimicry,,,UK,Europe,,,,,,,"SpyTag (peptide), SpyCatcher (protein partner)",False,False,False,False,True,GBR,United Kingdom
164,"Complete, no interview",,Commercially Available,,,,,,,,,,False,,SupraPolix BV,True,SupraB® advanced polymer,"Strong, elastic, adaptable, self-healing polymer that also possesses shape-memory",False,Skeletal muscle protein,"Mimicked a skeletal muscle protein, titin, to produce a synthetic polymer that shares these characteristics (adaptive, self-healing, possessing shape-memory) by taking advantage of bioinspired molecular interactions.  The polymer was found to closely mimic both the architecture of titin, its physical properties, and its adaptability. ",False,Animalia,Chordates,Chordata,Cell,Organelle,Tissue,1.0,False,,True,False,,http://www.suprapolix.com/pages/polymers,False,,,,Netherlands,Europe,,,,,,,SupraB® advanced polymer,False,False,True,False,False,NLD,Netherlands
165,"Complete, no interview",,In Development,,,,,,,,,,True,,"Phillip Messersmith, Northwestern University",True,,Surface-immobilized anti-microbial peptoids,False,Natural antimicrobial peptides (AMPs),"These peptoids (synthetic amino acids) mimic natural antimicrobial peptides (AMPs) in function, as well as mimicking the helical folding of natural peptides.",False,,,,Molecule,,Organelle,1.0,False,,True,False,,"http://biomaterials.bme.northwestern.edu/index.asp
More sources.",True,,Peptidomimetic,Mimet*,USA,North America,,,,,,,,False,True,False,False,False,USA,United States
166,"Complete, no interview",,In Development,,,,,,,,,,,,"Seoul National University, Multiscale Biomimetics Systems Laboratory ",,,Surgical microrobots,False,Bacterial propulsion,Swimming microrobots with a flagella propulsion system derived from bacteria such as E. coli.,False,Monera,Other,,Cell,Organelle,Population,1.0,False,,True,False,,http://mbsl.snu.ac.kr/research,True,,Biomimetic,Biomimet*,South Korea,Asia,,,,,,,,False,True,False,False,False,KOR,"Korea, Republic of"
167,"Complete, no interview",,In Development,,,,,,,,,,False,,Protein Polymer Technologies Inc. (PPTI),True,Surgical Tissue Sealant (STS),"Tissue adhesive technology uses a silk-elastin protein polymer to produce a tough, elastic hydrogel.",False,?,,False,,,,Molecule,,Organelle,,True,"Not specified, but uses elastin fibers found in tissues such as lungs and arteries",False,False,,Patent,False,,,,USA,North America,,,,,,,Surgical Tissue Sealant (STS),False,False,False,False,True,USA,United States
168,"Complete, no interview",,Concept,,,,,,,,,,,,Georgia Tech,,,"Bio-inspired adhesive that could be used for pain and residual free bandages, to replace surgical clamps, attach sensors, and assist robots in climbing.",False,Remora fish,"Structure and tissue of remora fish head, suction plate and skeletal structure",False,Animalia,Chordates,Chordata,Tissue,Organ,Organism,1.0,False,,True,False,,"http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=8834877
http://www.treehugger.com/natural-sciences/remora-fish-suckers-sea-inspiring-new-adhesives.html
http://www.gatech.edu/research/news/researchers-study-adhesion-system-remora-fish-create-bio-inspired-adhesive",True,,Bio-inspired,Inspir*,USA,North America,,,,,,,,False,True,False,False,False,USA,United States
169,"Complete, with interview",,Commercially Available,1997.0,1997,,1997.0,1997-2004,,2005.0,2005,,False,,Sycamore Technology,True,Sycamore™ Ceiling Fan,Single blade ceilling fan.,False,Sycamore tree seed pod,"Balances the weight of the seed and the length of the single wing, allowing the seeds to auto rotate smoothly during free fall.",False,Plantae,Plants,Anthophyta,Organ,Tissue,Organ System,1.0,False,,True,False,Biology to Design,http://www.sycamorefan.com/,True,,Inspired,Inspir*,Australia,Oceania,,,,,,,Sycamore™ Ceiling Fan,False,True,False,False,False,AUS,Australia
170,"Complete, no interview",,In Development,,,,,,,,,,,,"Linköping University

Ottawa Hospital Research Institute

University of Ottawa",,,Synthetic cornea implant. The synthetic cornea is made of collagen and encourages the regeneration of natural human tissue into the collagen matrix.,False,Natural corneas,,False,Animalia,,,Tissue,Cell,Organ,0.0,True,Collagen,True,False,,http://www.liu.se/en/?l=en,True,,Mimic,Mimi*,Sweden,Europe,,,,,,,,True,False,False,False,False,SWE,Sweden
171,"Complete, no interview",,Commercially Available,,,,,,,,,,True,,Sun Catalytix (acquired by Lockheed Martin 2014),,,Synthetic solar storage,False,Photosynthesis,,True,,,,Organelle,Molecule,Cell,0.0,False,,True,False,,http://www.suncatalytix.com/tech.html,True,,Mimicking,Mimi*,USA,North America,,,,,,,,True,False,False,False,False,USA,United States
172,"Complete, with interview",,In Development,2011.0,2011,,2013.0,2013,,2015.0,2015,,,,BiomiVal,True,Flamenco,Bidirectional wave turbine,False,"Four species: Flamingo (Phoenicopterus Ruber), Herodontus portjackoni eggs, Turbidae, and Mussels (Mytilidae )","Flamingo beak filtration, Herodontus egg shape, Turbidae shape, Mussel filtering",True,Animalia,,,Organ,Tissue,Organ System,2.0,False,,True,False,Biology to Design,http://www.biomival.com/,True,,Inspired,Inspir*,Spain,Europe,,,,,,,Flamenco,False,True,True,False,False,ESP,Spain
173,"Complete, with interview",,Concept,2009.0,2009,,2009.0,2009,,,,,,,"Eco-Movement

Ernst-Jan Mul Bio Inspired Design",True,The Fit,Environmentally friendly scooter.,True,"Several: Ribs, vertebrae and ligaments, trees, dolphins, thigh bones, and tendons","The detachable flexing attachments between the body and the frame mimic the connection of ribs and vertebrae by ligaments; the body of the scooter bends in the wind like a tree; the scooter has the optimal length-width ratio like a dolphin (1:4,5); the ""material where force is in frame-parts"" mimics the materialized stress lines in thigh bones; and the hierarchical build of the frame mimics the hierarchical build of tendons",True,Animalia,Chordates,Chordata,Organ System,Organ,Organism,2.0,False,,True,False,Design to Biology,http://www.ideal-co.nl/project/bio-inspired-scooter,True,,Biomimicry,Biomimic*,Netherlands,Europe,,,,,,,The Fit,False,True,False,True,False,NLD,Netherlands
